subject,subject_type,relation,object,object_type,date
manajer investasi (mi),ORGANISASI,Memiliki,peranan yang sangat penting,KONSEP,2021-08-16 08:39:00
kupon surat utang pemerintah,INSTRUMEN_FINANSIAL,Meningkatkan,bunga deposito,INSTRUMEN_FINANSIAL,2021-08-15 14:30:00
suku bunga acuan bank indonesia,INDIKATOR_EKONOMI,Meningkatkan,kupon surat utang pemerintah,INSTRUMEN_FINANSIAL,2021-08-15 14:30:00
investasi saham,KONSEP,Mempengaruhi,risiko,KONSEP,2021-08-15 14:30:00
investasi saham,KONSEP,Mempengaruhi,anak muda,ORANG,2021-08-15 14:30:00
infrastruktur jabar,KONSEP,BerdampakPositif,ekonomi nasional,KONSEP,2021-08-15 10:55:00
sektor transportasi,SEKTOR,BerdampakNegatif,dana hanya terealisasi sekitar rp 266 triliun,KONSEP,2021-08-15 10:55:00
kawasan selatan jabar,WILAYAH,Memiliki,potensi pariwisata dan agribisnis,KONSEP,2021-08-15 10:55:00
anggaran rp 417 triliun,KONSEP,BerdampakPositif,"pdrb sampai 0,45 persen",INDIKATOR_EKONOMI,2021-08-15 10:55:00
pemerintah,PEMERINTAHAN,Meningkatkan,alokasi pembangunan infrastruktur,KONSEP,2021-08-15 10:55:00
proyek pembangunan tol,KONSEP,BerdampakPositif,akses lebih luas untuk wilayah selatan jawa barat,KONSEP,2021-08-15 10:55:00
pt penjaminan infrastruktur indonesia (pii),PERUSAHAAN,Berpartisipasi,proyek logistik dan transportasi,KONSEP,2021-08-15 10:55:00
pemerintah,PEMERINTAHAN,Meningkatkan,kegiatan infrastruktur,KONSEP,2021-08-15 10:55:00
pemerintah,PEMERINTAHAN,Mengumumkan,kebutuhan investasi infrastruktur,KONSEP,2021-08-15 10:55:00
bank indonesia jawa barat,PERUSAHAAN,Mengumumkan,target ekonomi indonesia tumbuh 6 persen,INDIKATOR_EKONOMI,2021-08-15 10:55:00
jabar,WILAYAH,BeroperasiDi,indonesia,NEGARA,2021-08-14 20:01:00
jabar,WILAYAH,Memiliki,investasi asing langsung (fdi),INDIKATOR_EKONOMI,2021-08-14 20:01:00
jabar,WILAYAH,Meningkatkan,konektivitas wilayah,KONSEP,2021-08-14 20:01:00
jabar,WILAYAH,BerinvestasiDi,infrastruktur,SEKTOR,2021-08-14 20:01:00
bank indonesia,BADAN_REGULATOR,BerdampakPositif,pertumbuhan ekonomi jabar,INDIKATOR_EKONOMI,2021-08-14 20:01:00
gubernur jawa barat ridwan kamil,ORANG,Mengumumkan,proyek investasi di wilayah jabar selatan,SEKTOR,2021-08-14 20:01:00
bursa efek indonesia,PERUSAHAAN,Mengumumkan,saham syariah,PRODUK,2021-08-13 20:37:00
ojk,BADAN_REGULATOR,Mengumumkan,konsep saham,KONSEP,2021-08-13 20:37:00
bursa efek indonesia,PERUSAHAAN,Mengaitkan,indeks saham syariah,INDIKATOR_EKONOMI,2021-08-13 20:37:00
jakarta islamic index,INDIKATOR_EKONOMI,Memiliki,saham syariah,PRODUK,2021-08-13 20:37:00
bursa efek indonesia,PERUSAHAAN,Meningkatkan,kinerja pasar saham syariah indonesia,INDIKATOR_EKONOMI,2021-08-13 20:37:00
pma,INSTRUMEN_FINANSIAL,BerdampakPositif,investasi,INSTRUMEN_FINANSIAL,2021-08-13 11:27:00
liburan,KONSEP,Mempengaruhi,investasi,KONSEP,2021-08-13 10:58:00
investasi reksadana,INSTRUMEN_FINANSIAL,Memperkenalkan,digibank by dbs,PERUSAHAAN,2021-08-13 10:58:00
reksa dana,INSTRUMEN_FINANSIAL,Menghasilkan,porterfolio efek,INSTRUMEN_FINANSIAL,2021-08-13 10:58:00
reksa dana,INSTRUMEN_FINANSIAL,Mengendalikan,modal awal investasi,INSTRUMEN_FINANSIAL,2021-08-13 10:58:00
reksa dana,INSTRUMEN_FINANSIAL,Meningkatkan,cara kerja reksa dana,KONSEP,2021-08-13 10:58:00
digibank by dbs,PERUSAHAAN,Mengumumkan,profil risiko,KONSEP,2021-08-13 10:58:00
bank dbs,PERUSAHAAN,BeroperasiDi,bank teraman asia,KONSEP,2021-08-13 10:58:00
reksa dana pasar uang,INSTRUMEN_FINANSIAL,Memiliki,risiko kecil,KONSEP,2021-08-13 10:58:00
mitos tentang investasi,KONSEP,Mempengaruhi,keputusan investasi,KONSEP,2021-08-13 10:58:00
aplikasi digibank,PERUSAHAAN,BerinvestasiDi,reksa dana,INSTRUMEN_FINANSIAL,2021-08-13 10:58:00
total kredit rp 6.000 triliun,INDIKATOR_EKONOMI,Memiliki,kredit umkm,INDIKATOR_EKONOMI,2021-08-12 15:54:00
bursa tenaga kerja,KONSEP,Mempengaruhi,investasi,KONSEP,2021-08-12 15:54:00
menteri investasi bahlil lahadalia,ORANG,Mengumumkan,izin usaha,KONSEP,2021-08-12 15:54:00
umkm,SEKTOR,Mempengaruhi,akses kredit,KONSEP,2021-08-12 15:54:00
indonesia,NEGARA,Memperkenalkan,oss (online single submission),KONSEP,2021-08-12 14:58:00
bp batam,BADAN_REGULATOR,Mengendalikan,pengembangan rsbp batam,KONSEP,2021-08-12 13:43:00
sunseap,PERUSAHAAN,Meningkatkan,tenaga listrik terbarukan,KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Mengaitkan,sunseap,PERUSAHAAN,2021-08-12 13:43:00
sunseap,PERUSAHAAN,Mengumumkan,pembangkit listrik bertenaga surya,PRODUK,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Meningkatkan,semua sektor,KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Meningkatkan,pendapatan pelabuhan di batam,INDIKATOR_EKONOMI,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Meningkatkan,kapasitas kontainer,INDIKATOR_EKONOMI,2021-08-12 13:43:00
sunseap,PERUSAHAAN,BerinvestasiDi,batam,KOTA,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Mengendalikan,pembangunan cy di pelabuhan batuampar,KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Meningkatkan,prestise kota batam,KONSEP,2021-08-12 13:43:00
badan pengusahaan (bp) batam,BADAN_REGULATOR,Mengumumkan,pembangunan dan pengembangan berbagai macam infrastruktur,KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,BerinvestasiDi,rumah sakit badan pengusahaan (rsbp) batam,KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,BerinvestasiDi,container yard (cy),KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,BerinvestasiDi,terminal satu dan gudang kargo,KONSEP,2021-08-12 13:43:00
bp batam,BADAN_REGULATOR,Mengendalikan,pembangunan terminal satu dan gudang kargo,KONSEP,2021-08-12 13:43:00
pembangunan infrastruktur,KONSEP,Meningkatkan,realisasi investasi,INDIKATOR_EKONOMI,2021-08-12 12:30:00
penanaman modal dalam negeri (pmdn),INSTRUMEN_FINANSIAL,Meningkatkan,investasi,INDIKATOR_EKONOMI,2021-08-12 12:30:00
penanaman modal asing (pma),INSTRUMEN_FINANSIAL,Meningkatkan,investasi,INDIKATOR_EKONOMI,2021-08-12 12:30:00
pembangunan infrastruktur,KONSEP,BerdampakPositif,realisasi rp 900 triliun tahun ini,INDIKATOR_EKONOMI,2021-08-12 12:30:00
kementerian investasi,PEMERINTAHAN,Mempengaruhi,masa depan indonesia yang lebih baik,KONSEP,2021-08-12 12:30:00
bahlil lahadalia,ORANG,Mempengaruhi,pengusaha,ORANG,2021-08-12 12:30:00
menteri investasi bahlil lahadalia,ORANG,Mengumumkan,target realisasi investasi rp 900 triliun,INDIKATOR_EKONOMI,2021-08-12 12:30:00
waskita,PERUSAHAAN,Memperkenalkan,pembangunan masjid sheikh zayed solo,PRODUK,2021-08-12 11:00:00
waskita,PERUSAHAAN,BerinvestasiDi,proyek pemerintah dan badan usaha milik negara (bumn),SEKTOR,2021-08-12 11:00:00
waskita,PERUSAHAAN,Memperkenalkan,penataan kawasan pura besakih,PRODUK,2021-08-12 11:00:00
waskita,PERUSAHAAN,Memperkenalkan,pasar baru trade center bandung,PRODUK,2021-08-12 11:00:00
waskita,PERUSAHAAN,Memperkenalkan,kampus uiii tahap iii,PRODUK,2021-08-12 11:00:00
waskita,PERUSAHAAN,Memperkenalkan,model bisnis recycling asset,KONSEP,2021-08-12 11:00:00
waskita,PERUSAHAAN,Menghasilkan,"laba kotor rp 172,9 miliar",INDIKATOR_EKONOMI,2021-08-12 11:00:00
waskita,PERUSAHAAN,Menghasilkan,"pendapatan usaha sebesar rp 4,7 triliun",INDIKATOR_EKONOMI,2021-08-12 11:00:00
pt waskita karya (persero) tbk,PERUSAHAAN,Mengumumkan,"laba bersih sebesar rp 33,4 miliar",INDIKATOR_EKONOMI,2021-08-12 11:00:00
kongres,PEMERINTAHAN,Mengumumkan,tagihan pengeluaran akhir,KONSEP,2021-08-12 09:00:00
mitch mcconnell,ORANG,Mempengaruhi,langkah pertama mereka menuju pesta pajak dan pengeluaran,KONSEP,2021-08-12 09:00:00
senat,PEMERINTAHAN,Mempengaruhi,amandemen untuk pengeluaran,KONSEP,2021-08-12 09:00:00
rencana pengeluaran sosial,KONSEP,Mempengaruhi,masa jabatan presiden franklin delano roosevelt,ORANG,2021-08-12 09:00:00
senator independen bernie sanders,ORANG,Mengaitkan,rencana pengeluaran sosial,KONSEP,2021-08-12 09:00:00
senat as,PEMERINTAHAN,BerdampakPositif,dpr,PEMERINTAHAN,2021-08-12 09:00:00
cetak biru anggaran 10 tahun as,KONSEP,Mempengaruhi,visi ambisius presiden as joe biden,ORANG,2021-08-12 09:00:00
chuck schumer,ORANG,Mengumumkan,resolusi anggaran,KONSEP,2021-08-12 09:00:00
senat demokrat,PEMERINTAHAN,Mempengaruhi,investasi bersejarah,KONSEP,2021-08-12 09:00:00
"cetak biru anggaran 3,5 triliun dollar as",KONSEP,Mengendalikan,"investasi besar di bidang kesehatan, pendidikan, dan mengatasi perubahan iklim",KONSEP,2021-08-12 09:00:00
"cetak biru anggaran 3,5 triliun dollar as",KONSEP,Mempengaruhi,pengeluaran sosial,KONSEP,2021-08-12 09:00:00
senat amerika serikat,PEMERINTAHAN,Mengumumkan,"cetak biru anggaran 3,5 triliun dollar as",KONSEP,2021-08-12 09:00:00
capital gain,KONSEP,Menghasilkan,keuntungan,KONSEP,2021-08-11 17:42:00
faktor mikro ekonomi,KONSEP,Mempengaruhi,return saham,KONSEP,2021-08-11 17:42:00
faktor makro non ekonomi,KONSEP,Mempengaruhi,return saham,KONSEP,2021-08-11 17:42:00
faktor makro ekonomi,KONSEP,Mempengaruhi,return saham,KONSEP,2021-08-11 17:42:00
capital gain,KONSEP,Menghasilkan,kerugian,KONSEP,2021-08-11 17:42:00
financial return,KONSEP,Mengaitkan,return,KONSEP,2021-08-11 17:42:00
return,KONSEP,Mempengaruhi,proyek,KONSEP,2021-08-11 17:42:00
return,KONSEP,Mempengaruhi,aset,KONSEP,2021-08-11 17:42:00
return,KONSEP,Mempengaruhi,harga,KONSEP,2021-08-11 17:42:00
investasi,KONSEP,Menghasilkan,return,KONSEP,2021-08-11 17:42:00
satgas waspada,ORGANISASI,Mengumumkan,data pribadi,KONSEP,2021-08-11 14:07:00
perusahaan pemberi pinjaman daring,PERUSAHAAN,Mengendalikan,data pribadi,KONSEP,2021-08-11 14:07:00
pemerintah china,PEMERINTAHAN,BerdampakPositif,alat kesehatan,PRODUK,2021-08-11 11:53:00
indonesia,NEGARA,BerdampakPositif,vaksinasi,KONSEP,2021-08-11 11:53:00
pemerintah china,PEMERINTAHAN,Mengumumkan,donasi bantuan medis untuk penanganan covid-19,KONSEP,2021-08-11 11:53:00
pemerintah indonesia,PEMERINTAHAN,BerdampakPositif,alat kesehatan,PRODUK,2021-08-11 11:53:00
hubungan perdagangan,KONSEP,BerdampakPositif,aliran deras modal dari jepang,KONSEP,2021-08-10 19:15:00
jepang,NEGARA,Memiliki,realisasi pma terbesar di indonesia,KONSEP,2021-08-10 19:15:00
online single submission (oss),PRODUK,Mempengaruhi,perizinan bagi investor,KONSEP,2021-08-10 19:15:00
penanaman modal asing (pma) dari jepang ke indonesia,KONSEP,Meningkatkan,aliran modal dari jepang,INDIKATOR_EKONOMI,2021-08-10 19:15:00
airlangga hartarto,ORANG,Mengumumkan,tren investasi dari jepang,KONSEP,2021-08-10 19:15:00
otoritas jasa keuangan,BADAN_REGULATOR,Meningkatkan,fungsi perizinan dan pengawasan,KONSEP,2021-08-10 15:07:00
otoritas jasa keuangan,BADAN_REGULATOR,Mempengaruhi,transaksi perdagangan saham,KONSEP,2021-08-10 15:07:00
otoritas jasa keuangan,BADAN_REGULATOR,Mengendalikan,dana kompensasi kerugian investor,PRODUK,2021-08-10 15:07:00
otoritas jasa keuangan,BADAN_REGULATOR,Mengumumkan,pemeriksaan 110 kasus,KONSEP,2021-08-10 15:07:00
pemerintah indonesia,PEMERINTAHAN,Mengumumkan,"pemberlakuan pembatasan kegiatan masyarakat (ppkm) level 4, 3, dan 2",KONSEP,2021-08-10 13:30:00
menteri koordinator bidang maritim dan investasi luhut binsar pandjaitan,ORANG,Mengumumkan,"pemberlakuan pembatasan kegiatan masyarakat (ppkm) level 4, 3, dan 2",KONSEP,2021-08-10 13:30:00
"pemberlakuan pembatasan kegiatan masyarakat (ppkm) level 4, 3, dan 2",KONSEP,BeroperasiDi,area jawa-bali,WILAYAH,2021-08-10 13:30:00
presiden republik indonesia,PEMERINTAHAN,Mengaitkan,"pemberlakuan pembatasan kegiatan masyarakat (ppkm) level 4, 3, dan 2",KONSEP,2021-08-10 13:30:00
pak bahlil,ORANG,Mengendalikan,kewenangan untuk investasi,KONSEP,2021-08-09 12:28:00
pengembangan oss,KONSEP,Menghasilkan,reformasi struktural,KONSEP,2021-08-09 12:28:00
sri mulyani,ORANG,BerinvestasiDi,perekonomian indonesia,NEGARA,2021-08-09 12:28:00
pengembangan perizinan berusaha terintegrasi secara elektronik,KONSEP,Memiliki,online single submission (oss),PRODUK,2021-08-09 12:28:00
sri mulyani indrawati,ORANG,Mengumumkan,pengembangan perizinan berusaha terintegrasi secara elektronik,KONSEP,2021-08-09 12:28:00
menteri investasi bahlil lahadalia,ORANG,Mengumumkan,pengembangan perizinan berusaha terintegrasi secara elektronik,KONSEP,2021-08-09 11:40:00
pengembangan perizinan berusaha terintegrasi secara elektronik,KONSEP,BeroperasiDi,operator seluler pt indosat tbk,PERUSAHAAN,2021-08-09 11:40:00
pt indosat tbk,PERUSAHAAN,BerdampakNegatif,implementasi perizinan berusaha dalam oss,KONSEP,2021-08-09 11:40:00
menteri investasi bahlil lahadalia,ORANG,Berpartisipasi,os,KONSEP,2021-08-09 11:40:00
daerah,WILAYAH,Memiliki,listrik dan jaringan internet,INDIKATOR_EKONOMI,2021-08-09 11:40:00
menteri investasi bahlil lahadalia,ORANG,Mengaitkan,indosat,PERUSAHAAN,2021-08-09 11:40:00
menteri investasi,PEMERINTAHAN,Meningkatkan,akses implementasi oss,KONSEP,2021-08-09 11:40:00
joko widodo,ORANG,Mempengaruhi,"usaha mikro, kecil, dan menengah",SEKTOR,2021-08-09 10:52:00
sistem online single submission (oss),KONSEP,Mempengaruhi,perizinan berusaha,KONSEP,2021-08-09 10:52:00
kementerian investasi/badan koordinasi penanaman modal (bkpm),BADAN_REGULATOR,BeroperasiDi,jakarta,KOTA,2021-08-09 10:52:00
joko widodo,ORANG,Mengumumkan,kementerian investasi/badan koordinasi penanaman modal (bkpm),BADAN_REGULATOR,2021-08-09 10:52:00
joko widodo,ORANG,Mengendalikan,sistem online single submission (oss),KONSEP,2021-08-09 10:52:00
joko widodo,ORANG,Mengumumkan,perizinan berusaha,KONSEP,2021-08-09 10:52:00
menteri investasi bahlil lahadalia,ORANG,Mengumumkan,pemerintah,PEMERINTAHAN,2021-08-09 10:50:00
menteri investasi bahlil lahadalia,ORANG,Mengumumkan,izin usaha,KONSEP,2021-08-09 10:50:00
pemerintah,PEMERINTAHAN,Mempengaruhi,kemudahan berusaha,KONSEP,2021-08-09 10:50:00
online single submission (oss),PRODUK,BeroperasiDi,umkm,SEKTOR,2021-08-09 10:50:00
kementerian investasi,PEMERINTAHAN,Mengendalikan,izin usaha,KONSEP,2021-08-09 10:50:00
presiden ri joko widodo,ORANG,Mempengaruhi,penciptaan lapangan kerja,KONSEP,2021-08-09 10:50:00
presiden ri joko widodo,ORANG,Mempengaruhi,pertumbuhan ekonomi nasional,INDIKATOR_EKONOMI,2021-08-09 10:50:00
daerah,WILAYAH,BerinvestasiDi,izin usaha,KONSEP,2021-08-09 10:50:00
suku bunga acuan bi7drrr,INDIKATOR_EKONOMI,BerdampakNegatif,tingkat kupon sbr009,PRODUK,2021-08-09 09:41:00
suku bunga acuan bi7drrr,INDIKATOR_EKONOMI,Meningkatkan,tingkat kupon sbr009,PRODUK,2021-08-09 09:41:00
kementerian keuangan,PEMERINTAHAN,Mengendalikan,direktorat jenderal pengelolaan pembiayaan dan risiko,BADAN_REGULATOR,2021-08-09 09:41:00
kementerian keuangan,PEMERINTAHAN,Mengumumkan,tingkat kupon savings bond ritel seri sbr009,PRODUK,2021-08-09 09:41:00
pt manulife aset manajemen indonesia,PERUSAHAAN,Mempengaruhi,pasar obligasi,KONSEP,2021-08-08 19:23:00
pemerintah,PEMERINTAHAN,Mengumumkan,sisa lebih pembiayaan anggaran,INDIKATOR_EKONOMI,2021-08-08 19:23:00
imbalan hasil riil indonesia,INDIKATOR_EKONOMI,Mempengaruhi,pasar obligasi,KONSEP,2021-08-08 19:23:00
pasar obligasi,KONSEP,BerdampakPositif,permintaan atau penawaran,KONSEP,2021-08-08 19:23:00
financial technology,PERUSAHAAN,Menghasilkan,"rp 221,56 triliun",INDIKATOR_EKONOMI,2021-08-06 19:01:00
perbankan,SEKTOR,Mempengaruhi,pinjaman online,PERUSAHAAN,2021-08-06 19:01:00
pinjaman online,PERUSAHAAN,Memperkenalkan,kemudahan,KONSEP,2021-08-06 19:01:00
pinjaman online,PERUSAHAAN,Berpartisipasi,masyarakat,KONSEP,2021-08-06 19:01:00
financial technology,PERUSAHAAN,Meningkatkan,"64,8 juta nasabah",INDIKATOR_EKONOMI,2021-08-06 19:01:00
otoritas jasa keuangan,BADAN_REGULATOR,Memiliki,121 financial technology,PERUSAHAAN,2021-08-06 19:01:00
satgas waspada investasi,BADAN_REGULATOR,Mengumumkan,121 financial technology,PERUSAHAAN,2021-08-06 19:01:00
neraca penatagunaan tanah (npgt),KONSEP,Mengaitkan,penggunaan dan pemanfaatan tanah,KONSEP,2021-08-06 15:00:00
kementrian atr/bpn,PEMERINTAHAN,Memiliki,big data terkait pengembangan untuk investasi,KONSEP,2021-08-06 15:00:00
kementrian atr/bpn,PEMERINTAHAN,Memiliki,big data terkait redistribusi tanah,KONSEP,2021-08-06 15:00:00
kementrian atr/bpn,PEMERINTAHAN,Memiliki,big data terkait potensi reforma agraria,KONSEP,2021-08-06 15:00:00
badan pusat statistik (bps),PEMERINTAHAN,Berpartisipasi,neraca penatagunaan tanah (npgt),KONSEP,2021-08-06 15:00:00
badan perencanaan pembangunan nasional (bappenas),PEMERINTAHAN,Berpartisipasi,neraca penatagunaan tanah (npgt),KONSEP,2021-08-06 15:00:00
kementerian lingkungan hidup dan kehutanan (klhk),PEMERINTAHAN,Berpartisipasi,neraca penatagunaan tanah (npgt),KONSEP,2021-08-06 15:00:00
kementerian pertanian,PEMERINTAHAN,Berpartisipasi,neraca penatagunaan tanah (npgt),KONSEP,2021-08-06 15:00:00
andi tenrisau,ORANG,Mengaitkan,penataan aset,KONSEP,2021-08-06 15:00:00
neraca penatagunaan tanah (npgt),KONSEP,Mengaitkan,kebutuhan penguasaan,KONSEP,2021-08-06 15:00:00
neraca penatagunaan tanah (npgt),KONSEP,Mengaitkan,ketersediaan tanah,KONSEP,2021-08-06 15:00:00
sukiptiyah,ORANG,Mengumumkan,instrumen penatagunaan tanah,KONSEP,2021-08-06 15:00:00
andi tenrisau,ORANG,Meningkatkan,pendapatan masyarakat,INDIKATOR_EKONOMI,2021-08-06 15:00:00
andi tenrisau,ORANG,Mempengaruhi,ketimpangan penguasaan pemilikan penggunaan dan pemanfaatan tanah (p4t),KONSEP,2021-08-06 15:00:00
andi tenrisau,ORANG,Mengaitkan,penataan akses,KONSEP,2021-08-06 15:00:00
direktorat jenderal penataan agraria,PEMERINTAHAN,Mengumumkan,sistem penataan agraria berkelanjutan (spab),KONSEP,2021-08-06 15:00:00
kementerian agraria dan tata ruang/badan pertanahan nasional (atr/bpn),PEMERINTAHAN,Berpartisipasi,sistem penataan agraria berkelanjutan (spab),KONSEP,2021-08-06 15:00:00
indonesia,NEGARA,BerdampakNegatif,praktik investasi bodong,KONSEP,2021-08-06 12:30:00
masyarakat,ORANG,Mengendalikan,kejadian skema ponzi,KONSEP,2021-08-06 12:30:00
charles ponzi,ORANG,Menghasilkan,skema ponzi,KONSEP,2021-08-06 12:30:00
skema ponzi,KONSEP,Mengumumkan,penipuan,KONSEP,2021-08-06 12:30:00
ombudsman ri,ORGANISASI,Mengumumkan,masalah investasi,KONSEP,2021-08-05 15:14:00
masyarakat,ORANG,Berpartisipasi,ombudsman ri,ORGANISASI,2021-08-05 15:14:00
kompetisi,KONSEP,BerdampakNegatif,kebijakan investasi,KONSEP,2021-08-05 15:14:00
kementerian esdm,PEMERINTAHAN,Berpartisipasi,masalah investasi,KONSEP,2021-08-05 15:14:00
kementerian lingkungan hidup dan kehutanan,PEMERINTAHAN,Berpartisipasi,masalah investasi,KONSEP,2021-08-05 15:14:00
kementerian perhubungan,PEMERINTAHAN,Berpartisipasi,masalah investasi,KONSEP,2021-08-05 15:14:00
kementerian pekerjaan umum dan perumahan rakyat,PEMERINTAHAN,Berpartisipasi,masalah investasi,KONSEP,2021-08-05 15:14:00
bumn,BADAN_REGULATOR,Berpartisipasi,masalah investasi,KONSEP,2021-08-05 15:14:00
bumd,BADAN_REGULATOR,Berpartisipasi,masalah investasi,KONSEP,2021-08-05 15:14:00
hery susanto,ORANG,AnggotaDari,ombudsman republik indonesia,ORGANISASI,2021-08-05 14:13:00
undang-undang (uu) nomor 34 tahun 2014,KONSEP,Mengaitkan,pengelolaan keuangan haji,KONSEP,2021-08-05 13:30:00
peraturan pemerintah (pp) nomor 5 tahun 2018,KONSEP,Mengaitkan,pelaksanaan uu nomor 34 tahun 2014,KONSEP,2021-08-05 13:30:00
berita,KONSEP,Mempengaruhi,kendaraan untuk jemaah,KONSEP,2021-08-05 13:30:00
badan pengelola keuangan haji (bpkh),BADAN_REGULATOR,BerinvestasiDi,proyek rumah indonesia di mekkah,KONSEP,2021-08-05 13:30:00
pt pp (persero) tbk,PERUSAHAAN,BerdampakPositif,jemaah haji dan umrah asal indonesia,ORANG,2021-08-05 13:30:00
badan pusat statistik,BADAN_REGULATOR,Mengumumkan,pertumbuhan ekonomi indonesia,INDIKATOR_EKONOMI,2021-08-05 13:13:00
huawei,PERUSAHAAN,Meningkatkan,dukungan kepada perusahaan-perusahaan startup,SEKTOR,2021-08-05 07:39:00
catherine chen,ORANG,BerdampakPositif,1.000 startup,SEKTOR,2021-08-05 07:39:00
huawei,PERUSAHAAN,BerinvestasiDi,startup di kawasan asia pasifik,SEKTOR,2021-08-05 07:39:00
huawei,PERUSAHAAN,Mengumumkan,investasi 100 juta dollar as,KONSEP,2021-08-05 07:39:00
warga indonesia,ORANG,BerinvestasiDi,peluang bisnis stasiun pengisian bahan bakar umum (spbu),KONSEP,2021-08-04 09:05:00
bp indonesia,PERUSAHAAN,Memiliki,teknologi active pada bbm,KONSEP,2021-08-04 09:05:00
bp indonesia,PERUSAHAAN,Mengumumkan,target net zero emission,KONSEP,2021-08-04 09:05:00
spbu,KONSEP,Menghasilkan,profit jangka panjang,KONSEP,2021-08-04 09:05:00
spbu,KONSEP,Meningkatkan,potensi,KONSEP,2021-08-04 09:05:00
indonesia,NEGARA,Mempengaruhi,peluang bisnis dan usaha,KONSEP,2021-08-04 09:05:00
bank dunia,ORGANISASI,Mengumumkan,proyeksi pertumbuhan PDB,INDIKATOR_EKONOMI,2021-08-04 09:05:00
indonesia,NEGARA,Meningkatkan,PDB,INDIKATOR_EKONOMI,2021-08-04 09:05:00
singapura,NEGARA,Memiliki,rasio kewirausahaan,INDIKATOR_EKONOMI,2021-08-04 09:05:00
indonesia,NEGARA,Memiliki,rasio kewirausahaan,INDIKATOR_EKONOMI,2021-08-04 09:05:00
thailand,NEGARA,Memiliki,rasio kewirausahaan,INDIKATOR_EKONOMI,2021-08-04 09:05:00
malaysia,NEGARA,Memiliki,rasio kewirausahaan,INDIKATOR_EKONOMI,2021-08-04 09:05:00
ryan filbert,ORANG,Mengumumkan,simple trading,KONSEP,2021-08-03 17:30:00
pasar saham amerika,INDIKATOR_EKONOMI,Mempengaruhi,investor,ORANG,2021-08-03 17:30:00
investasi,KONSEP,Mengendalikan,kerugian,KONSEP,2021-08-03 17:30:00
pasar modal,KONSEP,BeroperasiDi,investor,ORANG,2021-08-03 17:30:00
trading online,KONSEP,Berpartisipasi,pasar saham,KONSEP,2021-08-03 17:30:00
ryan filbert,ORANG,Mengumumkan,simple investing,KONSEP,2021-08-03 17:30:00
bank dbs indonesia,PERUSAHAAN,Mempengaruhi,generasi masa depan,KONSEP,2021-08-03 11:09:00
digibank by dbs,PRODUK,Mengumumkan,webinar bertajuk “walk the talk”,EVENT,2021-08-03 11:09:00
ryan ravin pramono,ORANG,BerinvestasiDi,instrumen saham,INSTRUMEN_FINANSIAL,2021-08-03 11:09:00
tanijoy,PERUSAHAAN,Meningkatkan,pengembalian dana,KONSEP,2021-08-02 13:36:00
tanijoy,PERUSAHAAN,Menghasilkan,kepercayaan pendana,KONSEP,2021-08-02 13:36:00
himpunan lender tanijoy,ORGANISASI,AnggotaDari,tanijoy,PERUSAHAAN,2021-08-02 13:36:00
pt tanijoy agriteknologi nusantara,PERUSAHAAN,Mengumumkan,masa pengembalian uang pendana,INDIKATOR_EKONOMI,2021-08-02 13:36:00
tanijoy,PERUSAHAAN,BeroperasiDi,bidang pertanian,SEKTOR,2021-08-02 13:36:00
tanijoy,PERUSAHAAN,Mengendalikan,pendana,ORGANISASI,2021-08-02 13:36:00
tanijoy,PERUSAHAAN,Meningkatkan,komunikasi dengan para pendana,KONSEP,2021-08-02 13:36:00
portofolio,KONSEP,Mengaitkan,real estate,PRODUK,2021-08-01 09:08:00
portofolio,KONSEP,Mempengaruhi,risiko kerugian,KONSEP,2021-08-01 09:08:00
portofolio,KONSEP,Mengaitkan,emas,PRODUK,2021-08-01 09:08:00
portofolio,KONSEP,Mengaitkan,barang seni,PRODUK,2021-08-01 09:08:00
investor,ORANG,Mempengaruhi,kerugian,KONSEP,2021-08-01 09:08:00
portofolio,KONSEP,Mengaitkan,setara kas,INSTRUMEN_FINANSIAL,2021-08-01 09:08:00
portofolio,KONSEP,Mengaitkan,komoditas,INSTRUMEN_FINANSIAL,2021-08-01 09:08:00
portofolio,KONSEP,Mengaitkan,uang tunai,INSTRUMEN_FINANSIAL,2021-08-01 09:08:00
portofolio,KONSEP,Mempengaruhi,diversifikasi investasi,KONSEP,2021-08-01 09:08:00
